identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0430	ADP	берд	берд-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	jotta ei hierry seinän reunasta	NA	мед эз зыртчы	seinä	стен	бердтіыс	илослӧн стенъясыс мед сулалӧны вӧлі веськыда да вӧлісны шыльыдӧсь, мед кӧрымыс пуксис ӧткодя да мед эз зыртчы силосыс стен БЕРДТІЫС.
0280	ADP	берд	берд-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	täytyy pinota seinien viereen	NA	колӧ тэчны	seinät	стенъяс	бердті	Торйӧн нин колӧ топыда тэчны (талявны, трамбуйтны) кӧрымсӧ стенъяс БЕРДТІ да пельӧсъяссьыс.
0168	ADP	берд	берд-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä (mitta)	Väylä	pituus on pilttuuta pitkin	NA	джудждаыс	pilttuu	стойла	бердті	Куйӧд канаваяссӧ лӧсьӧдӧма куйӧд чукӧртӧм могысь, пасьтаыс 36–40 см, джудждаыс стойла БЕРДТІ 8 см да куйӧд проход дінті 12 см.
0295	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	alkaa lentää pitkin (neuvosto)maata	лэбавны	кутас лэбавны	maa	страна	вывті	Дирижабльяслӧн Ленин нима эскадра кутас лэбавны Сӧветъяс страна ВЫВТІ!
0298	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	alkavat lentää pitkin (neuvosto)maata	лэбавны	кутасны лэбавны	maa	страна	вывті	Ми босьтчим вӧчавны ассьыным дирижабльяс да регыд Сӧветъяслӧн страна ВЫВТІ кутасны лэбавны гигантъяс, йитасны Сӧвет союзысь ылын, бокиса местаясӧс.
0297	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	alkaa liikkua sulavasti maata pitkin	шывъявны	кутас шывъявны	maa	страна	вывті	Сӧвет страна ВЫВТІ кутас шывъявны гырысь стальнӧй дирижабльяслӧн эскадра.
0427	ADP	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	jotta (instrumentin kielet (?) menisivät jousien viivojen myötäisesti	ветлыны	мед ветлісны	jousien viivat ?	струна везъяс	вывтіыс	Канифольнас музыкантъяс мавтӧны смычкаяснысӧ, мед найӧ ёнджыка ветлісны струна везъяс ВЫВТІЫС да.
0110	NOUN	пытш	пытш-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	menevät sen läpi	ветлӧдлыны	ветлӧдлӧны	se	сы	пытшті	Сынӧдӧн ми лолалам, сы ПЫТШТІ ветлӧдлӧны кымӧръяс, лэбалӧны аэропланъяс да лэбачьяс.
0163	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	pyörittävät sitä pitkin	гӧглясьны	гӧглясьӧны	se	сы	вывті	Мукӧдыс бара мӧвпалӧны, енэжыс пӧ чорыд, хрустальысь, кодзувъясыс пӧ сы бердӧ ляскысьӧмаӧсь, а тӧлысьыд да шондіыд пӧ сы ВЫВТІ кык сяр моз гӧглясьӧны.
0028	ADP	кос	кос-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	(ruoho) ehtii kasvaa sen välistä	NA	вевъялас быдмыны	se	сы	кості	Сы КОСТІ мӧдлаас туруныс вевъялас быдмыны; сійӧ жӧ тӧдас, кутшӧм кадӧ колӧ скӧтсӧ видзны бур пӧскӧтина вылын да кутшӧм кадӧ омӧльджык вылын; скӧтъяс кӧ висьмасны, вермас сетны медводдза отсӧг висьысь скӧтъяслы.
0558	ADP	кос	кос-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	eivät ehdi syntyä siitä välistä	NA	оз вевъявны чужны	se	сы	кості	Быд вежон кӧ пондам вежлавны дӧрӧм-гачтӧ, той да пытш оз вермыны рӧдмыны — оз вевъявны сы КОСТІ чужны.
0746	ADP	сер	сер-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""siihen liittyen (paljonko lehmää on ruokittu"""	NA	NA	se	сы	серті	Мӧслӧн чистӧй яй вес артавсьӧ ловъя дырся сьӧкта серти жӧ, сӧмын частӧджык колӧ мӧс вылӧ видзӧдлыны да видлавны, ёна бура-ӧ мӧс вердӧма, сы СЕРТІ и артавны сылысь яй вес.
0425	ADP	пытш	пытш-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Tila	ilman läpi laskiessa	лэччыны	лэччигӧн	ilma	сынӧд	пытшті	Зэр ва артмигас овлӧ нач сӧстӧм, сӧмын мувежӧсвывса сынӧд ПЫТШТІ лэччигӧн сэтчӧ кӧласьӧны уна быд пӧлӧс микроорганизмъяс, уна няйт да бус.
0739	ADP	сер	сер-ти	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""suhteessa paksuuteen"""	NA	NA	paksuus	сьӧкта	серти	Мӧслӧн чистӧй яй вес артавсьӧ ловъя дырся сьӧкта СЕРТИ жӧ, сӧмын частӧджык колӧ мӧс вылӧ видзӧдлыны да видлавны, ёна бура-ӧ мӧс вердӧма, сы серті и артавны сылысь яй вес.
0002	ADP	кос	кос-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	NA	NA	_	silloin	сэк	кості	Вочасӧн, сэк КОСТІ, куктӧ колӧ велӧдны мукӧд сёянӧ (зӧр пызя юанӧ, абу кӧ сійӧ — ид пызьӧ, позьӧ жмыкӧ, турунӧ, нянь крӧшкиӧ).
0003	ADP	кос	кос-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	NA	NA	_	silloin	сэк	кості	Мыськалӧм картупель тупыльтӧ кольӧй 4—5 лун кежӧ шонді водзӧ — тіян картупель тупыльныд сэк КОСТІ вежсяс.
0729	ADP	кос	кос-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila (?)	Tila	"""silloin maahan tulee kaikenlaisia ruohoja"""	NA	NA	silloin	сэк	кості	Сэк КОСТІ муыд тупкысьӧ быдсяма пӧлӧс ёг турунӧн.
0730	ADP	кос	кос-ті	sg	tra	FALSE		NA	TRUE	NA	NA	NA	NA	"""silloin kirjoitan mitä sattuu"""	NA	NA	silloin	сэк	кості	Таысь кындзи эськӧ унатор на позьӧ тӧлысь йывсьыд висьтавны да, вай тэ видзӧдышт труба пыр тӧлысь вылад, ме сэк КОСТІ гижышта мыйсюрӧ.
0515	ADP	бок	бок-ӧд-ыд	sg	prl	TRUE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	menevät lähetinmastojen vieritse	мунны	мунӧны	lähetinmastot	телеграф_столбъясыс	бокӧдыд	Сэтшӧмтор жӧ позьӧ аддзыны кӧрт туй вывті поездын мунігӧн — миянлы кажитчӧ, быттьӧкӧ вагоныс сулалӧ, а пуясыс, керкаясыс, телеграф столбъясыс БОКӦДЫД мунӧны.
0104	ADP	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	kulkee sirpaleiden välistä	ветлӧдлыны	ветлӧдлӧ	sirpaleet	торпыригъяс	костті	Разалӧм бӧрын куйӧд кокньыда вакӧд ветлӧдлӧ му торпыригъяс КОСТТІ, кокньыда веськалӧ быдмӧг вуж помса гӧнъяс бердӧ.
0067	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	(hevonen) voi vetää tietä pitkin	кыскыны	вермӧ кыскыны	tie	туй	вывті	Бур туй ВЫВТІ да шойччышталӧмӧн вӧв вермӧ кыскыны 100 пудъя додь 20 километр сайӧ 5 часӧн.
0068	ADP	выв	выв-ті-ыд	sg	tra	TRUE		NA	NA	NA	NA	Väylä	Väylä (2)	(hevonen) voi vetää tietä pitkin	кыскыны	вермӧ кыскыны	tie	туй	вывтіыд	Бур туй ВЫВТІЫД вӧлыс вермӧ кыскыны 75 пудйӧдз.
0485	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	mennä tietä pitkin	мунны	мунны	tie	туй	вывті	Купайтӧданінӧ мунны воськолӧн, бӧрланьсӧ, медся нин кор казялан вӧвлысь кынмӧмсӧ, мунны рӧдтӧмӧн буссьытӧм эжаа туй ВЫВТІ.
0554	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Väylä (2)	tietä pitkin vetäminen	нуны	нуӧм	tie	туй	вывті	Шӧркоддьӧм веса да шӧркоддьӧм вына вӧвлы кокньыд уджӧн лоӧ нёль круга, кӧрт чӧрса телегаӧн 800 кг груз рӧвнӧй чорыд туй ВЫВТІ 20 километрӧдз нуӧм.
0013	NOUN?	дор	дор-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	NA	NA	x	NA	NA	дорӧд	Сёрӧмлӧн кӧ судтаыс 2,8 метрысь джуджыдджык оз ло, зэв удобнӧ вевттьыны ӧти брезентӧн, кодлӧн пасьтаыс вермас видзны зэрысь (сёрӧм вылысь ДОРӦД кӧ ӧшӧдчас на 15–20 см кымын).
0452	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Väylä	Väylä (2)	teitä pitkin mennessä	мунны	мунігас	tiet	туйяс	вывті	Сы вылӧ, медым видзны вӧвлысь кок гыжсӧ лишнӧй зыртчӧмысь да доймалӧмысь, а сідзжӧ сы вылӧ, медым вӧвъяс эзджык вильдавны мунігас ёнджыкасӧ вильыд туйяс ВЫВТІ, колӧ дорӧдны вӧвъяслысь кокъяссӧ.
0467	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Väylä	Väylä (2)	teitä pitkin mennessä	мунны	мунігӧн	tiet	туйяс	вывті	Ёна сьӧкыда мунігӧн, гуранӧсь туйяс ВЫВТІ мунігӧн да скачӧн мунігӧн сийӧсыд ёнджыка вермас дойдны.
0325	ADP	пӧвст	пӧвст-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	laahustivat heinän läpi	кыссьыны	кыссисны	ruoho	турун	пӧвстті	А казакъяс турун ПӦВСТТІ кыссисны нин куимӧн-куимӧн, нёльӧн-нёльӧн, ӧткӧн-ӧткӧн.
0326	ADP	пӧвст	пӧвст-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	laahustavat heinän läpi	кыссьыны	кыссьӧны	ruoho	турун	пӧвстті	И вот найӧ шыбласьӧны нин канаваӧ, кыссьӧны турун ПӦВСТТІ, старайтчӧны воӧдчыны кыдз позьӧ матӧджык.
0156	ADP	ув	ув-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	tekeytyvät (?) heinäkasojen alta	NA	вӧчавсьӧны	heinäkasat	турун чукӧръяс	увті	Баржаысь ва койӧм вылӧ турун чукӧръяс УВТІ вӧчавсьӧны вомӧн ветлан туйяс (проходъяс), кодъяслӧн пасьтаыс колӧ лоны 2 м гӧгӧр да судтаыс 4 метрӧдз.
0027	ADP	дін	дін-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	peittää ruohon juuren kohdalta	NA	вевттӧ	ruohonjuur	турун_под	дінтіыс	Ойдлан видзьястӧ вынсьӧдӧ-куйӧдалӧ тувсов ваыс; сійӧ аслас визулӧн вайыштӧ ыджыд ва дырйи, ваӧн босьтӧм инъясысь жӧ, бурджык му да вевттьӧ важ мусинсӧ турун под ДІНТІЫС (шуӧны тай: видзтӧ пӧ няйталӧ).
0165	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	kuljette (veneellä) järveä pitkin	гуляйтны	гуляйтанныд	järvi	ты	вывті	Думыштлӧй жӧ, мый ті ты ВЫВТІ пыжӧн гуляйтанныд, и друг сэки ты пыдӧсыс вӧйи, кытчӧкӧ пыдӧ тюпкысис.
0014	NOUN?	дорыш	дорыш-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	NA	NA	NA	x	NA	NA	дорыштіыс	Сы бӧрын вӧсньыдика ёсьтӧм карандашӧн алидада емладорса ДОРЫШТІЫС, нуӧдӧны веськыд визь, коді пӧперегалӧ юклӧм дача план рамкасӧ, кыдзи петкӧдлӧма схематическӧй чертёж вылын.
0138	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	kulkivat teitä pitkin	ветлыны	вӧлі ветлӧны	kadut	уличаяс	вывті	Висьтавлім нин, мый ӧти кадӧ Лондон уличаяс ВЫВТІ Тревитиклӧн парӧвӧй телегаясыс зэв уна вӧлі ветлӧны.
0745	ADP	сер	сер-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	"""kellon mukaan"""	NA	NA	kello	часі	серті	Вӧчны часі циферблат да стрелкаяс. Кужны висьтавны кад часі СЕРТІ.
0497	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	menee kehruuvarsia pitkin	мунны	мунӧ	kehruuvarsi	чӧрсъяс	вывті	Чӧрсъяс ВЫВТІ мунӧ помтӧм полотно.
0155	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	ajavat hevosella tähkien päältä	NA	вӧтлӧны	tähkät	шепъяс	вывті	Кузялаыс сы пыр сюйӧны чӧрс, доддялӧны вӧлӧс, вӧтлӧны шепъяс ВЫВТІ.
0018	ADP	весь	весь-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	"käännän ""kuuta"" auringon ja maan (mallin) ylitse"	бергӧдлыны	бергӧдла	aurinko-maa	шондиа-муа	весьті	Ме бергӧдла «тӧлысьсӧ» «му» гӧгӧр ог дзик шондіа-муа ВЕСЬТІ.
0245	NOUN	кост	кост-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Tila	täytyi venyttää Maan ja Auringon väliä (?)	NA	ковмис нюжӧдны	aurinko-maa	Шондіа-Муа	костӧд	ковмис эськӧ нюжӧдны Шондіа-Муа КОСТӦД сэтшӧм уна уклад канат — быд гектар му вылӧ 160 сюрс канат, быд канат мед вӧлі 4 сантиметр кыза да вермис кутны 80 тонна груз.
0550	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	kantavat säkän päältä	нуӧдны	нуӧдӧны	säkä	шоша	вывтіыс	Та бӧрын сійӧ жӧ лентанас мерайтчӧ туша кызта, лентасӧ нуӧдӧны шоша ВЫВТІЫС морӧс гӧгӧрыс водз кок лопатка дортіыс, лентасӧ кокньыдика зэлӧдӧмӧн.
0549	ADP	весьт	весьт-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	vetävät (nauhan) säkäkorkeuden yläpuolelta	нуӧдны	нуӧдӧны	säkäkorkeus ?	шоша_шӧр	весьттіыс	Сы бӧрын сійӧ жӧ лентаӧн мерайтсьӧ кызта — лентасӧ нуӧдӧны морӧс гӧгӧрыс, шоша шӧр ВЕСЬТТІЫС — пӧдпруга местатіыс, водз кок гырддзасьыс 10 сантиметр либӧ ки вомлӧс, бӧрлань.
0436	ADP	весьт	весьт-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Väylä (mitta)	Väylä	täytyy mitata säkän keskikohdan yläpuolitse	мерайтсьыны	мерайтсьӧ	säkäkorkeus ?	шоша_шӧр	весьттіыс	Водзӧ сійӧ жӧ лентанас мерайтсьӧ кызта морӧс гӧгӧрыс шоша шӧр ВЕСЬТТІЫС, водз кок гырддза дортіыс маті (чут в, г).
0701	NOUN	вылыс	вылыс-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	tukkeutuvat pinon päältä	NA	тупкыссьӧны	pino	штабель	вылысӧд	Тадзӧн став вентиляционнӧй ходъясыс штабель ВЫЛЫСӦД тупкыссьӧны, шӧр ходъясыс кындзи, кодъяс петкӧдсьӧны карниз слӧй пыр да вевт пырыс ывлаӧдз (ортсӧдз).
0686	ADP	бок	бок-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	lapaluu leviää vasemmalta kylkiluiden poikki	NA	содыштӧ	vasempi puoli	шуйгаладор	боктіыс	Лоптыс шуйгаладор БОКТІЫС ордлыяс улас содыштӧ, пыктыштӧ.
0171	ADP	бок	бок-ъяс-ті-ыс	pl	tra	TRUE		NA	NA	NA	NA	NA	Väylä (2)	kierii sileiksi tehtyjä reunoja pitkin	исковтны	исковтӧ	sileäksi tehty	шыльыда вӧчӧм	бокъястіыс	Сэсся зэр ваыс да лым сылӧм ваыс чукӧр кодьсӧ оз жӧ пожъяв, исковтӧ шыльыда вӧчӧм БОКЪЯСТІЫС да.
0339	ADP	кост	кост-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Aukko	Aukko	ampui rakojen välistä	NA	лыйліс	raot	щельяс	костӧд	Ворошилов лыйліс маузерысь векньыдик боевӧй щельяс КОСТӦД, выбор вылӧ, ӧтикӧн: тайӧс забор дінсьыс…
0129	ADP	выв	выв-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	Väylä (2)	kulkea ulkona (kaikenlaisessa säässä)	ветлыны	ветлыны	ulko(ilma)	ывла	вывті	Тайӧс вӧчны колӧ со кыдзи: туша пасьтатӧ колӧ зыравны кӧдзыд ваа кузьчышъянӧн (кичышкӧдӧн), купайтчыны кӧдзыд ваын, да ывла ВЫВТІ ветлыны быдсяма поводдя дырйи, сиктъясад кагаӧс кӧ кӧсйӧны петкӧдны ывла вылӧ, тӧбасны-гартасны первой юр вывтіыс мед оз кынмы.
