identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0252	NOUN	мышладор	мышладор-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy ottaa selän puolelta	колӧ босьтны	NA	мышладортіыс	Медым мерайтны лы костъяссӧ, курӧгсӧ колӧ босьтны шуйга киӧ МЫШЛАДОРТІЫС да чорыда кутны сійӧс кокӧдыс, а юрсӧ да бордсӧ сійӧ жӧ киад гырддзанад дзебны.
0253	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	TRUE	täytyy kierittää kylvön päällitse	колӧ быглявны	кӧдза	вывтіыс	Кӧдзан кӧ пинёвтӧм бӧрын, колӧ кӧдза ВЫВТІЫС быглявны кокньыдик каток.
0254	NOUN	ӧтлаасянін	ӧтлаасянін-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	TARKISTA OIKEINKIRJOITUS	колӧ вежӧнавны	NA	ӧтлаасянінті	Кык брезент ӦТЛААСЯНІНТІ колӧ найӧс вежӧнавны 1 метр пасьта.
0255	ADP	дор	дор-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy pöyhiä (ihoa hitaasti) sukupuolielimen vierestä	колӧ вӧрӧшитыштны	полӧвӧй_орган	дортіыс	Ай да энь тӧдмавсьӧ тадзикӧн: водтӧдны колӧ гатшӧн да вӧляысь кутыштны ас бердад бӧжӧдыс, а веськыд кинад (чуньяснад) колӧ вӧрӧшитыштны надзӧникӧн кучиксӧ полӧвӧй орган ДОРТІЫС.
0256	ADP	берд	берд-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	täytyy tehdä kanavan reunasta	колӧ вӧчны	канава	бердтіыс	Татшӧм джоджсӧ ёна колӧ вӧчны куйӧд проходын, куйӧд канаваын да мӧс кокув дінті — метр нёльӧд юкӧн, канава БЕРДТІЫС.
0257	ADP	дін	дін-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	täytyy tehdä jalkapohjien juuresta (?)	колӧ вӧчны	кокув	дінті	Татшӧм джоджсӧ ёна колӧ вӧчны куйӧд проходын, куйӧд канаваын да мӧс кокув ДІНТІ — метр нёльӧд юкӧн, канава бердтіыс.
0258	ADP	берд	берд-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy leikata juuren vierestä	колӧ вундавны	вуж	бердтіыс	Мед эськӧ воас бур кӧйдыс да мед ӧтпырйӧнджык воасны, лишнӧй вожъяссӧ вуж БЕРДТІЫС колӧ вундавны, кольны сӧмын 3-сянь 7 вожйӧдз.
0259	ADP	кост	кост-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	täytyy leikata sitomisen kohdalta	колӧ вундыны	кӧрталӧм	костӧдыс	Кык кымын вершӧк сайӧд кага кынӧмсянь гӧгсӧ кыклаті зэв зэлыда колӧ кӧртавны да кык кӧрталӧм КОСТӦДЫС вундыны ножичӧн.
0260	ADP	сай	сай-ті	sg	tra	FALSE	Väylä (mitta)	NA	NA	NA	NA	NA	täytyy leikata 6 cm asti	колӧ вундыны	6 см	сайті	Гӧг вужйыс кӧ абу усьӧма, колӧ вундыны кучиксяньыс 6 см САЙТІ.
0261	NOUN	ин	ин-ъяс-ті-ыс	pl	tra	TRUE	NA	NA	NA	NA	NA	NA	(liian mättäisistä) paikoista täytyy kyntää	колӧ гӧрны	NA	инъястіыс	вывті вутшкӧсь ИНЪЯСТІЫС колӧ гӧрны кык мортлы: ӧтикыслы вӧвсӧ да гӧрсӧ веськӧдлыны, мӧдыслы — кокнас пластъястӧ водтӧдлыны да кӧрт зырйӧн вутшкӧсь пластъяссӧ орйӧдлыны.
0262	NOUN	джодж	джодж-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy kieriä lattiaa pitkin (?)	колӧ исковтны	NA	джоджтіыс	Оз ков вунӧдны, мый ДЖОДЖТІЫС посньыд картаясын колӧ тачкалы кокньыда исковтны, гырысь картаясын колӧ тӧрны вӧла додьлы либӧ рельсъяс вывса тележкалы.
0263	ADP	сай	сай-ӧд	sg	prl	FALSE	Väylä (mitta)	NA	NA	NA	NA	NA	täytyy sitoa noin kahden versokin (mittayks.) takaa	колӧ кӧртавны	вершӧк	сайӧд	Кык кымын вершӧк САЙӦД кага кынӧмсянь гӧгсӧ кыклаті зэв зэлыда колӧ кӧртавны да кык кӧрталӧм костӧдыс вундыны ножичӧн.
0264	NOUN	кок	кок-ӧд-ыс	sg	prl	TRUE	NA	NA	TRUE	NA	NA	NA	täytyy pitää jalasta	колӧ кутны	NA	кокӧдыс	Медым мерайтны лы костъяссӧ, курӧгсӧ колӧ босьтны шуйга киӧ мышладортіыс да чорыда кутны сійӧс КОКӦДЫС, а юрсӧ да бордсӧ сійӧ жӧ киад гырддзанад дзебны.
0265	ADP	ув	ув-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	täytyy pittää rinnan alta	колӧ кутны	морӧс	увтіыс	Ки вылын кутігӧн морӧс УВТІЫС колӧ кутны.
0266	ADP	берд	берд-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	TRUE	NA	täytyy olla maan reunalla	колӧ лоны	му	бердтіыс	Му БЕРДТІЫС вышкалӧн площадь колӧ лоны 76,56 кв. метр пасьта, а йывтіыс — 9,0 кв. метр пасьта.
0267	NOUN	места	места-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	täytyy maalata (joka) paikasta	колӧ мавтны	NA	местаті	Пресс колӧ лун кежлӧ этша вылӧ нёльысь ӧкуратнӧя мавтны олеонафтӧн быд МЕСТАТІ, кытъясті индалас монтёр.
0268	NOUN	ӧтлаасянін	ӧтлаасянін-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	täytyy astua yhtymäkohdasta	колӧ медым тальччис	NA	ӧтлаасянінті	Брезентӧн вевттигӧн колӧ, медым кык брезент ӦТЛААСЯНІНТІ водзвывсаыс (поезд мунӧм серти) тальччис бӧрвывса брезентыслысь дорсӧ.
0269	NOUN	кызін	кызін-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy mitata paksuimmasta kohdasta	колӧ мерайтны	NA	кызінтіыс	Медым тӧдны 6 тӧлысь сулалӧм турун юрлысь сьӧктасӧ, колӧ мерайтны юрыслысь гӧгӧрсӧ улысӧдыс, Ж да З визьяс кузя да медся КЫЗІНТІЫС, гдеб визьяс кузя, дай торйӧн мерайтавны юрыслысь вылыссӧ.
0270	NOUN	улыс	улыс-ӧд-ыс	sg	prl	TRUE	Väylä (mitta)	NA	NA	NA	NA	NA	täytyy mitata tietä pitkin	колӧ мерайтны	NA	улысӧдыс	Медым тӧдны 6 тӧлысь сулалӧм турун юрлысь сьӧктасӧ, колӧ мерайтны юрыслысь гӧгӧрсӧ УЛЫСӦДЫС, Ж да З визьяс кузя да медся кызінтіыс, гдеб визьяс кузя, дай торйӧн мерайтавны юрыслысь вылыссӧ.
0271	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	NA	täytyy mennä niitä teitä pitkin	колӧ мунны	NA	туйясӧд	Партия хvі съезд вылын Сталин ёрт индіс: «Миянлы пӧ колӧ мунны (скӧт видзӧмын А. К.) сійӧ жӧ ТУЙЯСӦД, кутшӧмъясӧд мунім зернӧвӧй проблема разрешитігӧн, мӧд ногӧн кӧ, — совхозъяс да колхозъяс котыртӧм пыр».
0272	NOUN	туй	туй-яс-ӧд-ыс	pl	prl	TRUE	NA	NA	NA	NA	NA	NA	täytyy mennä teitä pitkin	колӧ мунны	NA	туйясӧдыс	Миянлы тайӧ ТУЙЯСӦДЫС и колӧ мунны.
0273	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	täytyy kantaa hampaan päältä (?)	колӧ новлӧдлыны	пиньяс	вывтіыс	Тшӧткасӧ колӧ новлӧдлыны пиньяс ВЫВТІЫС вылысянь улӧ, а оз пинь ан пӧлӧныс ӧтарӧ мӧдарӧ.
0274	ADP	весьт	весьт-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	täytyy pitää pään yli	колӧ нуны	юр	весьтті	водзӧдыд сантиметрсӧ колӧ нуны нёнь юр ВЕСЬТТІ, мышкӧдыд — лопаткаяс увті.
0275	NOUN	водз	водз-ӧд-ыд	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	(nänni) täytyy viedä edestä	колӧ нуны	NA	водзӧдыд	ВОДЗӦДЫД сантиметрсӧ колӧ нуны нёнь юр весьтті, мышкӧдыд — лопаткаяс увті.
0276	NOUN	мышк	мышк-ӧд-ыд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	täytyy vetää selästä	колӧ нуны	NA	мышкӧдыд	Водзӧдыд сантиметрсӧ колӧ нуны нёнь юр весьтті, МЫШКӦДЫД — лопаткаяс увті.
0277	ADP	ув	ув-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	täytyy viedä lapaluun alta	колӧ нуны	лопаткаяс	увті	Водзӧдыд сантиметрсӧ колӧ нуны нёнь юр весьтті, мышкӧдыд — лопаткаяс УВТІ.
0278	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	TRUE	NA	NA	NA	NA	täytyy auttaa tähän tapaan CHECK	колӧ отсавны	NA	туйӧд	Миянлы ставнымлы колӧ отсасьны сылы сы ТУЙӦД.
0279	ADP	вужй	вужй-ӧд-ыс	sg	prl	TRUE	NA	NA	TRUE	NA	NA	NA	täytyy painaa kämmenellä (lehmän) nännin juuresta	колӧ топӧдны	нёнь	вужйӧдыс	Кимӧдзнад колӧ лысьтыны со кыдзи: первой колӧ топӧдны певнад, кимӧдзнад нёнь ВУЖЙӦДЫС.
0280	ADP	берд	берд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	täytyy pinota seinien viereen	колӧ тэчны	стенъяс	бердті	Торйӧн нин колӧ топыда тэчны (талявны, трамбуйтны) кӧрымсӧ стенъяс БЕРДТІ да пельӧсъяссьыс.
0281	ADP	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	jäävät niiden väliin	кольӧны	на	костті	Посни сіясысь ӧтдор гырысь сіясыс оз жӧ топыда пуксьыны: на КОСТТІ кольӧны ичӧтик розьяс — пораяс.
0282	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE	Kohdeväylä (vrt. illatiivi)	NA	NA	NA	NA	NA	jättävät keskeltä	кольӧны	NA	шӧрӧдыс	ШӦРӦДЫС кольӧны туй.
0283	NOUN	вылыс	вылыс-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	sitovat päältä	кӧртавлысьӧны	NA	вылысӧдыс	4) Стойкаяс кӧртавлысьӧны платформа вомӧнногыс кыклаті: стойка шӧрӧд да ВЫЛЫСӦДЫС.
0284	ADP	шӧр	шӧр-ӧд	sg	prl	FALSE	NA	NA	TRUE	NA	NA	NA	sitovat telineen eteen … ja telineen keskeltä	кӧртавлысьӧны	стойка	шӧрӧд	Стойкаяс кӧртавлысьӧны платформа вомӧнногыс кыклаті: стойка ШӦРӦД да вылысӧдыс.
0285	NOUN	мунанін	мунанін-ті-ыс	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	sitovat menopaikasta	кӧртавсьӧны	NA	мунанінтіыс	Сыысь кындзи, тайӧ потшъяс вылӧ вомӧнногыс пуктыссьӧ нӧшта кык рад потш да кузялаа потшъяскӧд вежӧн МУНАНІНТІЫС кӧртавсьӧны гезйӧн либӧ сутугаӧн.
0286	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	halusi mennä maata pitkin	кӧсйыліс ветлыны	му	вывті	Медводзысь парӧвӧй машинаӧн му ВЫВТІ ветлыны кӧсйыліс 1769ʼ воын французскӧй инженер Кюньо.
0287	ADP	вылыс	вылыс-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	juoksee maan pintaa pitkin	котӧртӧ	му	вылысті	Биыс первой котӧртӧ струйкаясӧн му ВЫЛЫСТІ, а кор сэсся ыдждыштас да кутас кыскыны сынӧдсӧ, ӧддзӧ да лоӧ ӧтторъя би, коді кутас паськавны, водзӧ мунны да сотны аслас туй вылын став мусин вылыссӧ, посниджык пуясӧс да гырысь пуясысь дінъяссӧ.
0288	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	juoksivat kiskoja pitkin	котралісны	рельсъяс	вывті	Повзьӧмысла юрвежӧръяссӧ воштӧмӧн ставныс найӧ котралісны рельсъяс ВЫВТІ, горзісны, бӧрдісны, кватлалісны ӧта-мӧднысӧ.
0289	NOUN	места	места-яс-ӧд	pl	prl	FALSE	Tila	NA	NA	NA	NA	NA	(hirsiä) vahvistetaan liittymiskohdista	крепитавсьӧны	NA	йитлан местаясӧд	ЙИТЛАН МЕСТАЯСӦД керъяс крепитавсьӧны кӧрт кольчаясӧн дай, сыысь кындзи, болт вылӧ босьтӧм накладкаясӧн.
0290	NOUN	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	(eläimet) poikivat väliin (?= saavat keskenmenon)	кунясьӧны	NA	костті	Кука пемӧсъяс картупельӧн вердӧм понда КОСТТІ куканясьӧны.
0291	NOUN	визь	визь-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	sammutettua linjaa pitkin	кусӧдӧм	NA	визьӧд	Коканъясӧн уджалысьяс кодйӧны мусӧ кусӧдӧм ВИЗЬӦД да тадзӧн кусӧдӧны му пытшса перегнойӧд мунысь бисӧ.
0292	NOUN	бекй	бекй-ӧд-ыс	sg	prl	TRUE	Kohdeväylä	NA	NA	NA	NA	NA	kääntynyt pakaralleen	кусыньтчыштӧма	NA	бекйӧдыс	Висьӧны кӧ ревматизмӧн пидзӧс суставъяс — висьысь куйлӧ аслыссямӧн: куйлӧ мыш вылас, нюжӧдчӧма, неуна кусыньтчыштӧма БЕКЙӦДЫС да пидзӧсӧдыс кокъяссӧ, кок лапаясыс видзӧдӧны ортсылань да кусыньтчыштсьӧмаӧсь кок пыдӧсланьыс.
0293	NOUN	пидзӧс	пидзӧс-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	taipuneet polvista	кусыньтчыштӧма	NA	пидзӧсӧдыс	Висьӧны кӧ ревматизмӧн пидзӧс суставъяс — висьысь куйлӧ аслыссямӧн: куйлӧ мыш вылас, нюжӧдчӧма, неуна кусыньтчыштӧма бекйӧдыс да ПИДЗӦСӦДЫС кокъяссӧ, кок лапаясыс видзӧдӧны ортсылань да кусыньтчыштсьӧмаӧсь кок пыдӧсланьыс.
0294	NOUN	улыс	улыс-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	(tuuli) alkaa kulkea tietä pitkin	кутас ветлыны	NA	улысӧдыс	Джодж колӧ вольсавны мусянь 0,5–0,7 метр вылнаӧ, медым УЛЫСӦДЫС кутас ветлыны тӧв.
0295	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	alkaa lentää pitkin maata	кутас лэбавны	страна	вывті	Дирижабльяслӧн Ленин нима эскадра кутас лэбавны Сӧветъяс страна ВЫВТІ!
0296	NOUN	розь	розь-ӧд-ыс	sg	prl	TRUE	Aukko (distr.)	NA	NA	NA	NA	NA	alkaa mennä sisään rei'istä	кутас пыртны	NA	розьӧдыс	Сэки ывлавывса сӧстӧм сынӧдсӧ тӧлыс кутас пыртны трубаас вевдорса РОЗЬӦДЫС, кодарсянь тӧлыс, трубасяньыс сэсся увдорса восьса розьӧдыс сынӧдыс веськалас скӧт оланінад.
0297	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	alkaa liikkua sulavasti maata pitkin	кутас шывъявны	страна	вывті	Сӧвет страна ВЫВТІ кутас шывъявны гырысь стальнӧй дирижабльяслӧн эскадра.
0298	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	alakavat lentää pitkin maata	кутасны лэбавны	страна	вывті	Ми босьтчим вӧчавны ассьыным дирижабльяс да регыд Сӧветъяслӧн страна ВЫВТІ кутасны лэбавны гигантъяс, йитасны Сӧвет союзысь ылын, бокиса местаясӧс.
0299	ADP	ул	ул-ӧд	sg	prl	FALSE	Väylä (3-ulott.)	NA	NA	NA	NA	NA	alkavat mennä katoksen alta	кутасны мунны	навес	улӧд	Сэки додьяс кутасны мунны навес УЛӦД вомӧн восьса воротаяс пыр.
0300	NOUN	места	места-ӧд-ыс	sg	prl	TRUE	Aukko (distr.)	NA	NA	NA	NA	NA	(pyöreä varjo) alkoi tulla näkyviin avoimista kohdista	кутіс тӧдчыны	NA	воссьӧм местаӧдыс	Ӧдзӧскодьыс чеччыштіс увлань да ӧшйис, ВОССЬӦМ МЕСТАӦДЫС кутіс тӧдчыны гӧгрӧс вуджӧр, быттьӧкӧ зэв ыджыд паськыд труба пом.
0301	ADP	выв	выв-ті	sg	tra	FALSE	Tila (distr.)	NA	NA	NA	NA	NA	alkoivat kulkea meriä ja valtameriä pitkin	кутісны ветлыны	мореяс да океанъяс	вывті	Сэсся, кор йӧзыд кутісны ёна ветлыны мореяс да океанъяс ВЫВТІ да пондісны весиг му гӧгӧр ва кузя кытшлавны, сэки налы ковмис Юрвыв кодзув кындзи тӧдмавны и мукӧд кодзув чукӧръясӧс.
